inc_institution_key,institution_name,institution_address,trust_name,district_name,state,sector,programmes,annual_intakes,total_intake,pin_code,academic_year,source,source_url,extraction_timestamp
Orissa|Malkanagiri|GOVT. A N M TRAINING CENTRE,Govt. A N M Training Centre,"Govt. A N M Training Centre, Malkangiri, At- Dhh Malkangiri Main Road Po- Malkangiri, Dist- Malkangiri., Malkangiri, Distt.- Malkanagiri, Orissa, Pin Code- 764045",Odisha,Malkanagiri,Orissa,Government,ANM,50 (Fifty),50,764045,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Kandhamal|GOVT. COLLEGE OF NURSING,Govt. College Of Nursing,"Govt. College Of Nursing, Kandhamal, Dhh Campus Phulbanikandhamal, Phulbani, Distt.- Kandhamal, Orissa, Pin Code- 762001",Principal Secretary To Health,Kandhamal,Orissa,Government,Upgraded College of Nursing,50 (Fifty),50,762001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Mayurbhanja|GOVT. HEADQARTERS HOSP.,Govt. Headqarters Hosp.,"Govt. Headqarters Hosp., At-Dhh Baripada, Po-Baripada, Dist-Mayurbhanj, Odisha , Baripada , Distt.- Mayurbhanja, Orissa, Pin Code- 757001",Director Of Nursing,Mayurbhanja,Orissa,Government,ANM,40 (Forty),40,757001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Baleshwar|GOVT. HEADQUARTERS HOSPITAL,Govt. Headquarters Hospital,"Govt. Headquarters Hospital, Anmtc Balasore, Dhh Balasore , Balasore, Distt.- Baleshwar, Orissa, Pin Code- 756001",Govt. Of Orissa,Baleshwar,Orissa,Government,ANM,40 (Forty),40,756001,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Kalahandi|GOVT.COLLEGE OF NURSING,Govt.College Of Nursing,"Govt.College Of Nursing,Kalahandi, At/P.O-Kamathana,P.S.-Bhawaniptana(Sadar),Dist.Kalahandi, Rural, Distt.- Kalahandi, Orissa, Pin Code- 766002",Govt.Of Odisha,Kalahandi,Orissa,Government,Upgraded College of Nursing,60 (Sixty),60,766002,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Khordha|HI- TECH SCHOOL OF NURSING,Hi- Tech School Of Nursing,"Hi- Tech School Of Nursing, At. - Pandara, Health Park, Po. - G.G.P, Bhubaneswar-751025, Odisha , Bhubaneswar, Distt.- Khordha, Orissa, Pin Code- 751025",Vigyan Bharati Charitable Trust,Khordha,Orissa,Private,ANM | GNM | B.Sc(N) | M. Sc (N) | P B B.Sc(N),"60 (Sixty) | 60 (Sixty) | 100 (One Hundred) | 25 (Twenty Five) Med-Surg-5, Obg-4, Paed-6, Chn-6, Psy-4 | 40 (Forty)",285,751025,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Sundargarh|JAIPRAKASH HOSPITAL AND RESEARCH CENTRE PVT. LTD.,Jaiprakash Hospital And Research Centre Pvt. Ltd.,"Jaiprakash Hospital And Research Centre Pvt. Ltd., Plot No-2013/2349, Dayanand Nagar, Jhartarang, Rourkela, Distt.- Sundargarh, Orissa, Pin Code- 769004",Jaiprakash Hospital And Research Centre Pvt. Ltd.,Sundargarh,Orissa,Private,ANM | GNM | B.Sc(N),30 (Thirty) | 60 (Sixty) | 60 (Sixty),150,769004,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Kendujhar|KAIRALI COLLEGE OF NURSING,Kairali College Of Nursing,"Kairali College Of Nursing, Shiksha Nagari, Champua, Keonjhar, Odisha-758041, Champua, Distt.- Kendujhar, Orissa, Pin Code- 758041",Kerala Welfare And Educational Development Trust,Kendujhar,Orissa,Private,GNM | B.Sc(N),60 (Sixty) | 60 (Sixty),120,758041,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Khordha|KALINGA INSTITUTE OF NURSING SCIENCES,Kalinga Institute Of Nursing Sciences,"Kalinga Institute Of Nursing Sciences, Kushabhadra Campus, Campus-5, Kiit University. , Bhubaneswar, Distt.- Khordha, Orissa, Pin Code- 751024",Kalinga Institute Of Industrial Technology,Khordha,Orissa,Private,GNM | B.Sc(N) | M. Sc (N),"50 (Fifty) | 200 (Two Hundred) | 50 (Fifty) Med. Surg- 13, Chn-13, Obg- 9, Psy-9, Pead.-6",300,751024,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
Orissa|Khordha|KALINGA NURSING SCHOOL,Kalinga Nursing School,"Kalinga Nursing School, Kalinga Hospital Campus, Chandrasekharpur, Bhubaneswar , Bhubaneswar, Distt.- Khordha, Orissa, Pin Code- 751023",Kalinga Hospital Foundation,Khordha,Orissa,Private,GNM,60 (Sixty),60,751023,2025-2026,INC Yearly Report,https://online.indiannursingcouncil.org/Reports/YearlyReportByState.aspx,2026-09-11T11:30:50.105810
